ID,label
597,8
598,0
599,3
600,9
601,9
602,6
603,4
604,7
605,5
606,4
607,5
608,0
609,5
610,0
611,9
612,8
613,8
614,7
615,9
616,7
617,8
618,3
619,5
620,2
621,0
622,7
623,1
624,4
625,9
626,0
627,9
628,2
629,7
630,9
631,9
632,7
633,0
634,9
635,5
636,3
637,1
638,1
639,6
640,0
641,3
642,1
643,0
644,6
645,3
646,1
647,6
648,8
649,3
650,1
651,3
652,3
653,6
654,5
655,7
656,5
657,3
658,4
659,8
660,5
661,9
662,4
663,4
664,7
665,8
666,3
667,3
668,4
669,0
670,1
671,0
672,6
673,7
674,6
675,9
676,0
677,0
678,6
679,1
680,8
681,1
682,8
683,3
684,5
685,9
686,6
687,6
688,7
689,1
690,1
691,5
692,6
693,0
694,8
695,5
696,3
697,7
698,7
699,6
700,2
701,8
702,9
703,7
704,2
705,4
706,0
707,9
708,9
709,2
710,0
711,5
712,4
713,8
714,3
715,3
716,7
717,9
718,0
719,9
720,4
721,3
722,7
723,2
724,1
725,4
726,9
727,5
728,2
729,6
730,3
731,3
732,7
733,3
734,9
735,4
736,9
737,1
738,0
739,6
740,9
741,7
742,2
743,4
744,1
745,4
746,1
747,2
748,1
749,0
750,7
751,0
752,5
753,2
754,3
755,9
756,4
757,0
758,7
759,6
760,1
761,5
762,8
763,2
764,1
765,7
766,2
767,6
768,1
769,9
770,9
771,0
772,3
773,0
774,0
775,7
776,4
777,6
778,0
779,3
780,2
781,9
782,1
783,2
784,7
785,5
786,1
787,8
788,0
789,0
790,8
791,4
792,2
793,9
794,9
795,3
796,0
797,5
798,4
799,5
800,3
801,9
802,2
803,5
804,2
805,5
806,6
807,7
808,3
809,1
810,3
811,6
812,4
813,5
814,1
815,4
816,1
817,8
818,1
819,7
820,4
821,3
822,0
823,2
824,0
825,2
826,7
827,3
828,6
829,3
830,3
831,8
832,8
833,7
834,4
835,2
836,0
837,8
838,9
839,6
840,0
841,8
842,0
843,6
844,2
845,5
846,7
847,7
848,3
849,2
850,9
851,9
852,9
853,5
854,1
855,3
856,9
857,4
858,2
859,0
860,7
861,3
862,7
863,6
864,9
865,8
866,0
867,0
868,1
869,0
870,5
871,5
872,3
873,7
874,2
875,4
876,4
877,6
878,3
879,4
880,7
881,2
882,9
883,5
884,1
885,4
886,3
887,0
888,2
889,3
890,6
891,8
892,8
893,1
894,1
895,8
896,0
897,3
898,4
899,7
900,0
901,9
902,7
903,0
904,2
905,4
906,7
907,1
908,1
909,4
910,1
911,0
912,6
913,4
914,9
915,7
916,2
917,8
918,4
919,4
920,8
921,6
922,1
923,5
924,8
925,9
926,7
927,8
928,6
929,9
930,4
931,7
932,6
933,1
934,1
935,2
936,4
937,6
938,0
939,1
940,7
941,2
942,3
943,3
944,1
945,2
946,3
947,4
948,2
949,2
950,8
951,3
952,5
953,7
954,4
955,5
956,1
957,1
958,8
959,0
960,0
961,4
962,2
963,6
964,0
965,4
966,0
967,7
968,9
969,1
970,1
971,3
972,8
973,1
974,1
975,3
976,0
977,7
978,3
979,0
980,1
981,0
982,9
983,8
984,5
985,7
986,6
987,4
988,2
989,4
990,7
991,3
992,3
993,2
994,3
995,9
996,6
997,7
998,4
999,5
1000,9
1001,4
1002,3
1003,7
1004,7
1005,6
1006,3
1007,2
1008,9
1009,1
1010,2
1011,6
1012,2
1013,8
1014,4
1015,3
1016,6
1017,9
1018,3
1019,4
1020,2
1021,9
1022,5
1023,4
1024,9
1025,7
1026,9
1027,1
1028,2
1029,2
1030,0
1031,0
1032,7
1033,2
1034,4
1035,8
1036,7
1037,5
1038,1
1039,1
1040,7
1041,6
1042,1
1043,1
1044,6
1045,7
1046,9
1047,7
1048,6
1049,8
1050,8
1051,5
1052,9
1053,7
1054,2
1055,1
1056,8
1057,3
1058,6
1059,6
1060,8
1061,1
1062,2
1063,8
1064,2
1065,4
1066,1
1067,3
1068,0
1069,3
1070,4
1071,8
1072,1
1073,1
1074,1
1075,9
1076,9
1077,8
1078,1
1079,2
1080,5
1081,2
1082,4
1083,2
1084,1
1085,3
1086,8
1087,9
1088,9
1089,2
1090,4
1091,2
1092,8
1093,3
1094,3
1095,9
1096,3
1097,1
1098,2
1099,2
1100,0
1101,0
1102,1
1103,7
1104,2
1105,9
1106,3
1107,5
1108,4
1109,7
1110,6
1111,7
1112,7
1113,2
1114,7
1115,7
1116,4
1117,2
1118,0
1119,4
1120,2
1121,7
1122,5
1123,5
1124,6
1125,9
1126,5
1127,3
1128,4
1129,3
1130,3
1131,6
1132,5
1133,1
1134,4
1135,5
1136,0
1137,3
1138,0
1139,9
1140,8
1141,7
1142,8
1143,7
1144,8
1145,6
1146,0
1147,2
1148,0
1149,4
1150,8
1151,8
1152,1
1153,9
1154,4
1155,2
1156,0
1157,2
1158,3
1159,6
1160,9
1161,3
1162,0
1163,1
1164,4
1165,5
1166,1
1167,7
1168,5
1169,1
1170,5
1171,7
1172,4
1173,3
1174,6
1175,0
1176,2
1177,1
1178,1
1179,7
1180,8
1181,5
1182,9
1183,0
1184,2
1185,4
1186,8
1187,9
1188,8
1189,4
1190,2
1191,1
1192,7
1193,1
1194,1
1195,7
1196,3
1197,3
1198,4
1199,6
1200,9
1201,2
1202,9
1203,2
1204,2
1205,0
1206,9
1207,2
1208,5
1209,7
1210,4
1211,0
1212,2
1213,3
1214,7
1215,2
1216,1
1217,7
1218,6
1219,6
1220,9
1221,3
1222,1
1223,6
1224,2
1225,2
1226,3
1227,7
1228,3
1229,5
1230,4
1231,7
1232,5
1233,1
1234,7
1235,9
1236,3
1237,1
1238,3
1239,6
1240,0
1241,5
1242,0
1243,4
1244,4
1245,1
1246,5
1247,3
1248,0
1249,5
1250,9
1251,3
1252,8
1253,3
1254,6
1255,1
1256,4
1257,3
1258,2
1259,1
1260,0
1261,9
1262,3
1263,1
1264,6
1265,2
1266,9
1267,2
1268,1
1269,4
1270,1
1271,7
1272,9
1273,5
1274,5
1275,0
1276,0
1277,2
1278,4
1279,3
1280,8
1281,7
1282,6
1283,6
1284,5
1285,5
1286,3
1287,0
1288,2
1289,8
1290,7
1291,4
1292,3
1293,9
1294,8
1295,2
1296,9
1297,4
1298,5
1299,3
1300,3
1301,5
1302,9
1303,0
1304,8
1305,2
1306,0
1307,8
1308,8
1309,7
1310,7
1311,5
1312,7
1313,0
1314,7
1315,1
1316,6
1317,8
1318,2
1319,5
1320,1
1321,3
1322,0
1323,4
1324,0
1325,5
1326,2
1327,1
1328,5
1329,1
1330,2
1331,2
1332,6
1333,9
1334,1
1335,8
1336,3
1337,6
1338,7
1339,0
1340,5
1341,5
1342,5
1343,0
1344,0
1345,4
1346,2
1347,5
1348,7
1349,9
1350,3
1351,8
1352,7
1353,3
1354,4
1355,5
1356,0
1357,8
1358,7
1359,4
1360,9
1361,6
1362,6
1363,7
1364,8
1365,1
1366,8
1367,0
1368,4
1369,9
1370,2
1371,0
1372,9
1373,8
1374,6
1375,1
1376,3
1377,1
1378,3
1379,7
1380,8
1381,7
1382,1
1383,0
1384,9
1385,3
1386,3
1387,8
1388,2
1389,9
1390,3
1391,9
1392,5
1393,3
1394,2
1395,7
1396,1
1397,4
1398,6
1399,0
1400,0
1401,9
1402,0
1403,0
1404,0
1405,8
1406,8
1407,5
1408,2
1409,9
1410,1
1411,6
1412,9
1413,4
1414,6
1415,9
1416,4
1417,4
1418,3
1419,0
1420,0
1421,3
1422,6
1423,0
1424,4
1425,0
1426,3
1427,9
1428,1
1429,9
1430,8
1431,9
1432,0
1433,4
1434,9
1435,9
1436,5
1437,9
1438,0
1439,2
1440,9
1441,2
1442,9
1443,9
1444,0
1445,6
1446,2
1447,0
1448,3
1449,1
1450,6
1451,5
1452,5
1453,7
1454,3
1455,2
1456,5
1457,9
1458,4
1459,5
1460,2
1461,9
1462,3
1463,8
1464,5
1465,8
1466,1
1467,8
1468,7
1469,9
1470,9
1471,6
1472,0
1473,8
1474,3
1475,4
1476,4
1477,2
1478,0
1479,3
1480,8
1481,8
1482,1
1483,1
1484,1
1485,2
1486,4
1487,2
1488,0
1489,2
1490,2
1491,1
1492,7
1493,9
1494,5
1495,6
1496,1
1497,8
1498,7
1499,4
1500,7
1501,9
1502,7
1503,2
1504,5
1505,8
1506,4
1507,3
1508,3
1509,1
1510,3
1511,7
1512,0
1513,5
1514,9
1515,2
1516,8
1517,1
1518,2
1519,2
1520,0
1521,6
1522,5
1523,0
1524,0
1525,8
1526,9
1527,8
1528,1
1529,2
1530,4
1531,1
1532,6
1533,1
1534,0
1535,2
1536,4
1537,5
1538,3
1539,3
1540,2
1541,9
1542,8
1543,3
1544,1
1545,6
1546,0
1547,8
1548,9
1549,6
1550,7
1551,0
1552,8
1553,7
1554,3
1555,9
1556,8
1557,0
1558,0
1559,4
1560,3
1561,6
1562,1
1563,4
1564,3
1565,5
1566,1
1567,2
1568,4
1569,4
1570,8
1571,3
1572,7
1573,0
1574,7
1575,8
1576,8
1577,1
1578,0
1579,3
1580,3
1581,4
1582,6
1583,2
1584,3
1585,7
1586,9
1587,1
1588,1
1589,1
1590,5
1591,3
1592,7
1593,1
1594,1
1595,5
1596,6
1597,9
1598,6
1599,1
1600,8
1601,3
1602,7
1603,3
1604,8
1605,3
1606,8
1607,4
1608,7
1609,3
1610,9
1611,1
1612,1
1613,4
1614,2
1615,7
1616,0
1617,2
1618,9
1619,2
1620,0
1621,1
1622,5
1623,5
1624,7
1625,9
1626,7
1627,0
1628,1
1629,6
1630,0
1631,9
1632,1
1633,4
1634,2
1635,8
1636,7
1637,3
1638,3
1639,6
1640,5
1641,8
1642,3
1643,9
1644,7
1645,2
1646,9
1647,1
1648,7
1649,4
1650,6
1651,0
1652,5
1653,5
1654,5
1655,5
1656,0
1657,7
1658,8
1659,0
1660,6
1661,8
1662,7
1663,6
1664,2
1665,4
1666,7
1667,8
1668,7
1669,9
1670,7
1671,7
1672,7
1673,2
1674,3
1675,4
1676,2
1677,9
1678,2
1679,2
1680,0
1681,3
1682,0
1683,9
1684,9
1685,9
1686,1
1687,8
1688,7
1689,9
1690,2
1691,1
1692,3
1693,2
1694,6
1695,2
1696,0
1697,7
1698,9
1699,3
1700,6
1701,6
1702,5
1703,0
1704,0
1705,0
1706,1
1707,8
1708,6
1709,1
1710,5
1711,2
1712,9
1713,7
1714,5
1715,6
1716,5
1717,5
1718,5
1719,6
1720,3
1721,7
1722,6
1723,1
1724,0
1725,9
1726,7
1727,8
1728,8
1729,9
1730,0
1731,9
1732,1
1733,9
1734,6
1735,7
1736,4
1737,2
1738,4
1739,4
1740,3
1741,4
1742,9
1743,8
1744,0
1745,9
1746,5
1747,4
1748,2
1749,9
1750,7
1751,6
1752,4
1753,2
1754,9
1755,1
1756,2
1757,3
1758,7
1759,7
1760,8
1761,0
1762,9
1763,9
1764,4
1765,7
1766,0
1767,0
1768,0
1769,1
1770,0
1771,6
1772,4
1773,0
1774,3
1775,6
1776,2
1777,2
1778,7
1779,2
1780,3
1781,5
1782,4
1783,9
1784,2
1785,1
1786,1
1787,3
1788,1
1789,4
1790,8
1791,9
1792,7
1793,0
1794,9
1795,6
1796,2
1797,4
1798,1
1799,9
1800,1
1801,2
1802,2
1803,5
1804,5
1805,6
1806,8
1807,9
1808,3
1809,9
1810,1
1811,8
1812,9
1813,1
1814,6
1815,9
1816,5
1817,2
1818,8
1819,9
1820,4
1821,1
1822,8
1823,8
1824,4
1825,6
1826,2
1827,1
1828,9
1829,6
1830,5
1831,4
1832,8
1833,6
1834,7
1835,1
1836,9
1837,1
1838,8
1839,8
1840,9
1841,2
1842,9
1843,3
1844,3
1845,0
1846,8
1847,1
1848,7
1849,6
1850,3
1851,5
1852,8
1853,8
1854,7
1855,1
1856,1
1857,2
1858,4
1859,0
1860,4
1861,8
1862,4
1863,5
1864,7
1865,2
1866,0
1867,8
1868,5
1869,6
1870,0
1871,3
1872,5
1873,6
1874,2
1875,9
1876,4
1877,8
1878,8
1879,5
1880,2
1881,0
1882,7
1883,6
1884,3
1885,3
1886,3
1887,8
1888,2
1889,7
1890,3
1891,7
1892,7
1893,5
1894,8
1895,1
1896,1
1897,0
1898,3
1899,3
1900,4
1901,3
1902,6
1903,8
1904,6
1905,5
1906,1
1907,6
1908,5
1909,4
1910,8
1911,0
1912,4
1913,0
1914,4
1915,0
1916,5
1917,7
1918,7
1919,6
1920,9
1921,4
1922,2
1923,8
1924,4
1925,0
1926,5
1927,8
1928,4
1929,6
1930,1
1931,9
1932,5
1933,0
1934,4
1935,5
1936,3
1937,5
1938,7
1939,4
1940,6
1941,1
1942,2
1943,7
1944,0
1945,7
1946,2
1947,7
1948,0
1949,8
1950,7
1951,5
1952,5
1953,1
1954,6
1955,6
1956,6
1957,4
1958,1
1959,5
1960,1
1961,3
1962,6
1963,9
1964,8
1965,9
1966,5
1967,1
1968,4
1969,1
1970,0
1971,1
1972,6
1973,0
1974,9
1975,6
1976,7
1977,0
1978,4
1979,7
1980,3
1981,2
1982,1
1983,0
1984,2
1985,4
1986,8
1987,1
1988,6
1989,9
1990,4
1991,3
1992,7
1993,6
1994,2
1995,5
1996,2
1997,2
1998,5
1999,8
2000,0
2001,4
2002,6
2003,6
2004,5
2005,2
2006,7
2007,2
2008,4
2009,5
2010,3
2011,3
2012,2
2013,3
2014,3
2015,4
2016,8
2017,6
2018,8
2019,8
2020,2
2021,1
2022,5
2023,8
2024,4
2025,7
2026,0
2027,0
2028,7
2029,1
2030,7
2031,6
2032,8
2033,9
2034,4
2035,3
2036,0
2037,4
2038,8
2039,7
2040,2
2041,6
2042,7
2043,2
2044,4
2045,7
2046,5
2047,8
2048,2
2049,0
2050,0
2051,3
2052,2
2053,1
2054,1
2055,7
2056,3
2057,4
2058,6
2059,4
2060,3
2061,0
2062,0
2063,3
2064,7
2065,6
2066,8
2067,2
2068,1
2069,4
2070,7
2071,1
2072,2
2073,0
2074,9
2075,1
2076,3
2077,6
2078,6
2079,2
2080,7
2081,4
2082,4
2083,9
2084,8
2085,3
2086,6
2087,7
2088,1
2089,0
2090,5
2091,7
2092,6
2093,9
2094,5
2095,3
2096,3
2097,9
2098,7
2099,1
2100,3
2101,9
2102,6
2103,5
2104,1
2105,8
2106,8
2107,6
2108,9
2109,5
2110,8
2111,9
2112,7
2113,2
2114,5
2115,7
2116,1
2117,2
2118,2
2119,5
2120,7
2121,3
2122,7
2123,0
2124,8
2125,1
2126,7
2127,7
2128,3
2129,7
2130,0
2131,3
2132,8
2133,9
2134,5
2135,4
2136,4
2137,0
2138,2
2139,4
2140,1
2141,6
2142,5
2143,2
2144,5
2145,8
2146,5
2147,0
2148,9
2149,1
2150,5
2151,3
2152,8
2153,9
2154,6
2155,7
2156,3
2157,9
2158,9
2159,5
2160,8
2161,4
2162,0
2163,8
2164,3
2165,9
2166,7
2167,2
2168,7
2169,7
2170,4
2171,7
2172,7
2173,1
2174,3
2175,9
2176,5
2177,8
2178,4
2179,7
2180,3
2181,3
2182,9
2183,5
2184,3
2185,0
2186,7
2187,8
2188,8
2189,8
2190,1
2191,8
2192,7
2193,7
2194,0
2195,3
2196,2
2197,9
2198,8
2199,9
2200,7
2201,5
2202,9
2203,8
2204,7
2205,2
2206,4
2207,4
2208,5
2209,5
2210,4
2211,1
2212,4
2213,2
2214,2
2215,9
2216,6
2217,7
2218,4
2219,6
2220,9
2221,9
2222,1
2223,4
2224,7
2225,5
2226,0
2227,1
2228,9
2229,5
2230,9
2231,9
2232,8
2233,4
2234,7
2235,8
2236,0
2237,7
2238,8
2239,7
2240,1
2241,8
2242,3
2243,0
2244,7
2245,6
2246,0
2247,8
2248,4
2249,8
2250,1
2251,2
2252,0
2253,3
2254,1
2255,2
2256,3
2257,8
2258,7
2259,0
2260,7
2261,1
2262,3
2263,0
2264,7
2265,0
2266,4
2267,0
2268,6
2269,6
2270,8
2271,3
2272,0
2273,0
2274,4
2275,5
2276,2
2277,6
2278,5
2279,7
2280,4
2281,6
2282,5
2283,8
2284,0
2285,2
2286,9
2287,3
2288,2
2289,8
2290,4
2291,6
2292,9
2293,0
2294,0
2295,4
2296,3
2297,4
2298,1
2299,4
2300,2
2301,4
2302,2
2303,9
2304,3
2305,6
2306,0
2307,5
2308,1
2309,6
2310,6
2311,8
2312,0
2313,3
2314,7
2315,7
2316,5
2317,0
2318,5
2319,4
2320,0
2321,1
2322,7
2323,0
2324,5
2325,5
2326,0
2327,8
2328,3
2329,0
2330,6
2331,6
2332,4
2333,4
2334,4
2335,5
2336,2
2337,3
2338,8
2339,9
2340,1
2341,0
2342,9
2343,5
2344,8
2345,8
2346,9
2347,8
2348,2
2349,7
2350,0
2351,7
2352,2
2353,2
2354,1
2355,3
2356,4
2357,2
2358,4
2359,6
2360,0
2361,8
2362,3
2363,9
2364,1
2365,0
2366,1
2367,3
2368,1
2369,3
2370,4
2371,2
2372,1
2373,0
2374,8
2375,8
2376,0
2377,3
2378,0
2379,8
2380,7
2381,4
2382,0
2383,7
2384,6
2385,9
2386,7
2387,8
2388,9
2389,8
2390,6
2391,9
2392,5
2393,7
2394,8
2395,5
2396,4
2397,3
2398,3
2399,9
2400,1
2401,9
2402,6
2403,1
2404,8
2405,3
2406,8
2407,9
2408,8
2409,8
2410,4
2411,4
2412,5
2413,2
2414,5
2415,4
2416,0
2417,2
2418,3
2419,9
2420,1
2421,5
2422,3
2423,9
2424,9
2425,5
2426,1
2427,2
2428,2
2429,2
2430,4
2431,4
2432,2
2433,0
2434,8
2435,8
2436,2
2437,5
2438,6
2439,1
2440,4
2441,3
2442,5
2443,7
2444,2
2445,7
2446,9
2447,5
2448,4
2449,7
2450,8
2451,9
2452,1
2453,1
2454,1
2455,7
2456,6
2457,7
2458,6
2459,9
2460,7
2461,5
2462,3
2463,3
2464,0
2465,1
2466,9
2467,6
2468,0
2469,7
2470,3
2471,9
2472,9
2473,1
2474,8
2475,6
2476,9
2477,2
2478,0
2479,5
2480,2
2481,6
2482,7
2483,9
2484,7
2485,8
2486,0
2487,3
2488,2
2489,3
2490,6
2491,5
2492,8
2493,9
2494,6
2495,5
2496,1
2497,1
2498,7
2499,5
2500,7
2501,1
2502,5
2503,3
2504,6
2505,4
2506,7
2507,9
2508,6
2509,6
2510,9
2511,9
2512,2
2513,9
2514,0
2515,2
2516,5
2517,3
2518,7
2519,3
2520,5
2521,9
2522,5
2523,0
2524,3
2525,7
2526,6
2527,0
2528,5
2529,4
2530,4
2531,9
2532,0
2533,5
2534,0
2535,7
2536,4
2537,2
2538,8
2539,1
2540,5
2541,5
2542,4
2543,5
2544,3
2545,8
2546,7
2547,2
2548,5
2549,0
2550,7
2551,8
2552,1
2553,9
2554,7
2555,2
2556,2
2557,3
2558,8
2559,0
2560,8
2561,7
2562,4
2563,1
2564,8
2565,0
2566,9
2567,6
2568,8
2569,9
2570,2
2571,5
2572,3
2573,5
2574,9
2575,0
2576,8
2577,9
2578,1
2579,6
2580,7
2581,8
2582,0
2583,2
2584,2
2585,5
2586,3
2587,5
2588,7
2589,1
2590,9
2591,1
2592,5
2593,5
2594,1
2595,4
2596,0
2597,7
2598,7
2599,3
2600,9
2601,1
2602,0
2603,2
2604,6
2605,4
2606,6
2607,2
2608,6
2609,0
2610,4
2611,4
2612,2
2613,7
2614,8
2615,3
2616,8
2617,2
2618,7
2619,9
2620,4
2621,2
2622,6
2623,5
2624,6
2625,9
2626,8
2627,1
2628,4
2629,5
2630,7
2631,2
2632,0
2633,7
2634,3
2635,1
2636,0
2637,8
2638,7
2639,1
2640,9
2641,2
2642,4
2643,4
2644,6
2645,6
2646,6
2647,3
2648,4
2649,4
2650,4
2651,1
2652,7
2653,3
2654,1
2655,8
2656,1
2657,2
2658,0
2659,7
2660,0
2661,1
2662,3
2663,9
2664,0
2665,0
2666,6
2667,0
2668,1
2669,6
2670,9
2671,4
2672,9
2673,7
2674,8
2675,9
2676,5
2677,9
2678,9
2679,3
2680,7
2681,2
2682,1
2683,0
2684,1
2685,9
2686,9
2687,4
2688,5
2689,2
2690,8
2691,3
2692,2
2693,6
2694,9
2695,1
2696,3
2697,6
2698,8
2699,7
2700,1
2701,9
2702,6
2703,3
2704,1
2705,9
2706,2
2707,7
2708,4
2709,6
2710,4
2711,3
2712,3
2713,9
2714,3
2715,0
2716,9
2717,4
2718,1
2719,7
2720,1
2721,9
2722,3
2723,0
2724,1
2725,4
2726,5
2727,0
2728,1
2729,3
2730,3
2731,0
2732,2
2733,5
2734,2
2735,6
2736,8
2737,8
2738,7
2739,0
2740,9
2741,8
2742,3
2743,0
2744,0
2745,2
2746,4
2747,5
2748,9
2749,1
2750,5
2751,2
2752,7
2753,3
2754,2
2755,7
2756,3
2757,7
2758,2
2759,9
2760,5
2761,8
2762,3
2763,0
2764,9
2765,6
2766,6
2767,4
2768,6
2769,1
2770,9
2771,2
2772,7
2773,7
2774,1
2775,5
2776,5
2777,2
2778,1
2779,9
2780,7
2781,0
2782,1
2783,1
2784,9
2785,0
2786,1
2787,2
2788,3
2789,9
2790,9
2791,6
2792,1
2793,6
2794,2
2795,1
2796,2
2797,7
2798,9
2799,8
2800,3
2801,3
2802,8
2803,4
2804,6
2805,2
2806,4
2807,6
2808,5
2809,8
2810,7
2811,0
2812,0
2813,2
2814,7
2815,2
2816,4
2817,8
2818,8
2819,5
2820,1
2821,5
2822,0
2823,4
2824,3
2825,3
2826,4
2827,8
2828,9
2829,6
2830,8
2831,2
2832,3
2833,1
2834,8
2835,4
2836,2
2837,2
2838,6
2839,5
2840,2
2841,8
2842,4
2843,2
2844,7
2845,1
2846,8
2847,3
2848,3
2849,8
2850,2
2851,5
2852,2
2853,0
2854,5
2855,4
2856,6
2857,4
2858,9
2859,6
2860,1
2861,2
2862,6
2863,1
2864,2
2865,8
2866,9
2867,0
2868,4
2869,4
2870,0
2871,0
2872,6
2873,9
2874,9
2875,4
2876,5
2877,6
2878,3
2879,9
2880,3
2881,3
2882,6
2883,5
2884,2
2885,5
2886,8
2887,2
2888,5
2889,4
2890,3
2891,1
2892,7
2893,6
2894,2
2895,2
2896,6
2897,1
2898,7
2899,5
2900,8
2901,7
2902,2
2903,7
2904,4
2905,0
2906,2
2907,2
2908,7
2909,1
2910,0
2911,6
2912,9
2913,3
2914,7
2915,3
2916,3
2917,9
2918,1
2919,4
2920,9
2921,1
2922,1
2923,5
2924,2
2925,4
2926,0
2927,9
2928,0
2929,2
2930,2
2931,4
2932,8
2933,2
2934,2
2935,0
2936,8
2937,8
2938,2
2939,6
2940,9
2941,2
2942,0
2943,4
2944,5
2945,3
2946,6
2947,3
2948,3
2949,4
2950,4
2951,1
2952,4
2953,8
2954,4
2955,3
2956,5
2957,6
2958,0
2959,7
2960,7
2961,2
2962,1
2963,4
2964,9
2965,2
2966,7
2967,2
2968,6
2969,0
2970,5
2971,3
2972,2
2973,1
2974,5
2975,9
2976,1
2977,1
2978,5
2979,1
2980,0
2981,8
2982,0
2983,7
2984,2
2985,0
2986,5
2987,8
2988,4
2989,1
2990,2
2991,6
2992,4
2993,2
2994,9
2995,6
2996,1
2997,0
